newId,SP,Region,RCRegion,Province,Residence,Gender,Dis,District,VillageNeighborhood,Lon,Lat,wave,Urbanity,Village,UrbanRuralStatus,UrbanRuralStatus14,DariVillage,Kishstartnumber,Urban,Metro,district_TAF_2015,Name,client
22016707,707,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,HAJI ABDUL AZIZ WA HAJI GUL  M. replaced with Pir Sabz,1. Rural,1. Village,???? ????????? ? ???? ?? ????,1,,,,,TAF
22016708,708,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,ABDUL WODOD replaced with Family Tasadi Bast,1. Rural,1. Village,?????????,7,,,,,TAF
22016709,709,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,KHALIFA ANWAR replaced with nawe Ahmad Shahee Mina,1. Rural,1. Village,????? ????,3,,,,,TAF
22016710,710,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,KHUSHAK YAR WA KAMAL replaced with Wahidi Mina,1. Rural,1. Village,???? ??? ? ????,9,,,,,TAF
22016711,711,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,HAJI HABIBULLAH replaced with Lashkari Bazar Gharbi,1. Rural,1. Village,???? ???? ????,5,,,,,TAF
22016712,712,4. South Western,,27. Helmand,,male,,417. Marjah,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016713,713,4. South Western,,27. Helmand,,male,,347. Musa Qalah,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016714,714,4. South Western,,27. Helmand,,male,,347. Musa Qalah,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016715,715,4. South Western,,27. Helmand,,male,,339. Nad Ali,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016716,716,4. South Western,,27. Helmand,,male,,339. Nad Ali,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016717,717,4. South Western,,27. Helmand,,male,,339. Nad Ali,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016718,718,4. South Western,,27. Helmand,,male,,339. Nad Ali,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016719,719,4. South Western,,27. Helmand,,male,,340. Nahr-i-saraj,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016720,720,4. South Western,,27. Helmand,,male,,340. Nahr-i-saraj,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016721,721,4. South Western,,27. Helmand,,male,,340. Nahr-i-saraj,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016722,722,4. South Western,,27. Helmand,,male,,341. Nawa-i-barukzai,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016723,723,4. South Western,,27. Helmand,,male,,341. Nawa-i-barukzai,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016724,724,4. South Western,,27. Helmand,,male,,341. Nawa-i-barukzai,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016725,725,4. South Western,,27. Helmand,,male,,341. Nawa-i-barukzai,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016726,726,4. South Western,,27. Helmand,,male,,348. Nawzad,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016727,727,4. South Western,,27. Helmand,,male,,348. Nawzad,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016728,728,4. South Western,,27. Helmand,,male,,349. Reg-i-khan Nishin,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016729,729,4. South Western,,27. Helmand,,male,,346. Sangin,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016730,730,4. South Western,,27. Helmand,,male,,346. Sangin,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016731,731,4. South Western,,27. Helmand,,male,,346. Sangin,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016732,732,4. South Western,,27. Helmand,,male,,351. Washer,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
35227,227,4. South Western,,27. Helmand,,female,,Lashkar Gah,,64.3889,31.6023,5,2. Town,Kasaba De Haqani,,,,,,,,,Futures
35228,228,4. South Western,,27. Helmand,,male,,Lashkar Gah,,64.374733,31.597837,5,2. Town,Talibano Numri,,,,,,,,,Futures
35229,229,4. South Western,,27. Helmand,,female,,Lashkar Gah,,64.311,31.6617,5,1. Village,M.YOUSAF HAJI M.KARAM KHAN,,,,,,,,,Futures
35230,230,4. South Western,,27. Helmand,,male,,Lashkar Gah,,64.42342,31.6953,5,1. Village,KAC,,,,,,,,,Futures
35231,231,4. South Western,,27. Helmand,,male,,Musa Qalah,,64.75426,32.33433,5,1. Village,DAND,,,,,,,,,Futures
35232,232,4. South Western,,27. Helmand,,female,,Nad Ali,,64.11743,31.55463,5,1. Village,AYOUB KALAY,,,,,,,,,Futures
35233,233,4. South Western,,27. Helmand,,female,,Nad Ali,,64.28599,31.67484,5,1. Village,CHAH ANJIR WA SHERBAN,,,,,,,,,Futures
35234,234,4. South Western,,27. Helmand,,female,,Nad Ali,,64.15023,31.53693,5,1. Village,SULAIMAN KHAIL,,,,,,,,,Futures
35235,235,4. South Western,,27. Helmand,,female,,Nad Ali,,64.09269,31.54954,5,1. Village,MULLAH ALLAH DAD,,,,,,,,,Futures
35236,236,4. South Western,,27. Helmand,,male,,Nad Ali,,64.31091,31.67425,5,1. Village,CHAH ANJIR JUNOBI,,,,,,,,,Futures
35237,237,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.49648,31.756,5,1. Village,AKHUND ZADA KHAIL,,,,,,,,,Futures
35238,238,4. South Western,,27. Helmand,,male,,Nahr-i-saraj,,64.75614,32.00306,5,1. Village,KARAIZ KHALIFA,,,,,,,,,Futures
35239,239,4. South Western,,27. Helmand,,female,,Nawa-i-barukzai,,64.28652,31.34038,5,1. Village,SULTAN MOHAMMAD GHULAM NABI,,,,,,,,,Futures
35240,240,4. South Western,,27. Helmand,,female,,Nawa-i-barukzai,,64.27517,31.33674,5,1. Village,KHATIM KHAN,,,,,,,,,Futures
35241,241,4. South Western,,27. Helmand,,male,,Nawa-i-barukzai,,64.36558,31.42811,5,1. Village,PAY KALAY NIGAHRIN,,,,,,,,,Futures
35242,242,4. South Western,,27. Helmand,,male,,Nawa-i-barukzai,,64.3028,31.37336,5,1. Village,DASTAGIR GHULAM SULTAN ZAY,,,,,,,,,Futures
35243,243,4. South Western,,27. Helmand,,male,,Nawzad,,64.47777,32.38297,5,1. Village,QARGHI,,,,,,,,,Futures
35244,244,4. South Western,,27. Helmand,,male,,Sangin,,64.9759,32.1876,5,1. Village,SHAIKH MOHAMMADI,,,,,,,,,Futures
37175,175,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,64.371214,31.592574,7,,Chehel Metera Awala,2. Urban,2. Town,??? ???? ????,1,,,,,Futures
37176,176,4. South Western,,27. Helmand,,male,,345. Lashkar Gah,,64.377823,31.572539,7,,Kochnai Kariz,2. Urban,2. Town,????? ?????,6,,,,,Futures
37177,177,4. South Western,,27. Helmand,,female,,342. Garm Ser,,64.20403,31.07662,7,,HAJI WAZER,1. Rural,1. Rural,???? ????,1,,,,,Futures
37178,178,4. South Western,,27. Helmand,,male,,342. Garm Ser,,64.07267,30.68242,7,,MOHAMMAD OMER WA HAJI M.AKBER,1. Rural,1. Rural,???? ??? ? ???? ???? ????,6,,,,,Futures
37179,179,4. South Western,,27. Helmand,,male,,344. Kajaki,,,,7,,SAR GINAK WA GAW DOZD replaced with Kajaki Ya Maktab,1. Rural,1. Rural,?????? ? ??????,1,,,,,Futures
37180,180,4. South Western,,27. Helmand,,female,,339. Nad Ali,,64.31867,31.69494,7,,HAJI ALO GUL KALAY,1. Rural,1. Rural,???? ????? ???,6,,,,,Futures
37181,181,4. South Western,,27. Helmand,,male,,339. Nad Ali,,64.35456,31.7387,7,,LALA KALAY,1. Rural,1. Rural,???? ???,1,,,,,Futures
37182,182,4. South Western,,27. Helmand,,female,,340. Nahr-i-saraj,,64.5461,31.80252,7,,JAMAL KHAN,1. Rural,1. Rural,???? ???,6,,,,,Futures
37183,183,4. South Western,,27. Helmand,,female,,340. Nahr-i-saraj,,64.75352,31.93269,7,,MIYAN QALA,1. Rural,1. Rural,???? ????,1,,,,,Futures
37184,184,4. South Western,,27. Helmand,,female,,340. Nahr-i-saraj,,64.59011,31.67243,7,,YAK LANG,1. Rural,1. Rural,?? ???,6,,,,,Futures
37185,185,4. South Western,,27. Helmand,,female,,340. Nahr-i-saraj,,64.55604,31.81024,7,,DIHMAZAG SHARQI,1. Rural,1. Rural,?????? ????,1,,,,,Futures
37186,186,4. South Western,,27. Helmand,,male,,340. Nahr-i-saraj,,64.76749,31.95478,7,,PAYEN QALA,1. Rural,1. Rural,????? ????,6,,,,,Futures
37187,187,4. South Western,,27. Helmand,,male,,346. Sangin,,64.85297,32.07237,7,,NAWI DASHTYAN,1. Rural,1. Rural,??? ??????,1,,,,,Futures
37188,188,4. South Western,,27. Helmand,,male,,346. Sangin,,,,7,,KARIM KARAIZ replaced with Bostanzai,1. Rural,1. Rural,???? ?????,6,,,,,Futures
38115,115,4. South Western,,27. Helmand,,F,,345. Lashkar Gah,,64.36461,31.60734,8,,Safyan,2. Urban,,??????,3,,,,,Futures
38116,116,4. South Western,,27. Helmand,,M,,345. Lashkar Gah,,",64.364727",31.59744,8,,Kamp Mahajerin,2. Urban,,??? ???????,1,,,,,Futures
38117,117,4. South Western,,27. Helmand,,F,,345. Lashkar Gah,,64.31456,31.64997,8,,HAJI SHER MOHAMMAD,1. Rural,,???? ??? ????,9,,,,,Futures
38118,118,4. South Western,,27. Helmand,,M,,345. Lashkar Gah,,64.34832,31.51379,8,,FAQIRANO KALAY KARAIZ,1. Rural,,??????? ??? ?????,7,,,,,Futures
38119,119,4. South Western,,27. Helmand,,F,,342. Garm Ser,,64.18729,31.12377,8,,HAJI MOHAMMAD AMIN WA MAJNON,1. Rural,,???? ???? ???? ? ?????,5,,,,,Futures
38120,120,4. South Western,,27. Helmand,,M,,342. Garm Ser,,64.14592,30.88909,8,,SHAD MIR,1. Rural,,??? ???,3,,,,,Futures
38121,121,4. South Western,,27. Helmand,,F,,339. Nad Ali,,64.13596,31.53195,8,,ALLAH DAD WA HABIBULLAH KALAY,1. Rural,,???? ??? ? ???? ???? ???,1,,,,,Futures
38122,122,4. South Western,,27. Helmand,,M,,339. Nad Ali,,64.21257,31.59211,8,,NOW ABAD KHUSHMAL KALAY,1. Rural,,?????? ?????? ???,9,,,,,Futures
39119,119,4. South Western,,27. Helmand,,female,,340. Nahr-i-saraj,,,,9,,,2. Urban,,,5,,,,,Futures
39120,120,4. South Western,,27. Helmand,,male,,340. Nahr-i-saraj,,,,9,,,2. Urban,,,3,,,,,Futures
39121,121,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,64.34668,31.52663,9,,KHAIRULAH KALAY,1. Rural,,??????? ???,1,,,,,Futures
39122,122,4. South Western,,27. Helmand,,male,,345. Lashkar Gah,,64.39028,31.55757,9,,KOCHENI KARAIZ,1. Rural,,????? ?????,9,,,,,Futures
39123,123,4. South Western,,27. Helmand,,female,,339. Nad Ali,,64.38158,31.73537,9,,WAKIL ABDUL HIMAD KALAY,1. Rural,,???? ????????? ???,7,,,,,Futures
39124,124,4. South Western,,27. Helmand,,male,,339. Nad Ali,,64.14593,31.51436,9,,NAW ABAD MAWLAWI BAHAWUDIN,1. Rural,,?????? ????? ????????,5,,,,,Futures
39125,125,4. South Western,,27. Helmand,,female,,341. Nawa-i-barukzai,,64.32627,31.38959,9,,KHUDAY NAZAR WA MASOM KHAN,1. Rural,,???? ??? ? ????? ???,3,,,,,Futures
39126,126,4. South Western,,27. Helmand,,male,,341. Nawa-i-barukzai,,64.24347,31.28446,9,,SAYYID MALANG KALAY,1. Rural,,??? ???? ???,1,,,,,Futures
310113,113,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,64.357567,31.532092,10,,Qala Bust,2. Urban,,???? ???,7,,,,,Futures
310114,114,4. South Western,,27. Helmand,,male,,345. Lashkar Gah,,64.374733,31.597837,10,,Talibano Numri,2. Urban,,??????? ????,5,,,,,Futures
310115,115,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,10,,BAHLOL replaced with Safyan,1. Rural,,??????,3,,,,,Futures
310116,116,4. South Western,,27. Helmand,,male,,345. Lashkar Gah,,,,10,,M.YOUSAF HAJI M.KARAM KHAN replaced with Wahedi Meena,1. Rural,,?????? ????,1,,,,,Futures
310117,117,4. South Western,,27. Helmand,,male,,342. Garm Ser,,64.1648,31.08468,10,,HAJI NIHMATULLAH,1. Rural,,???? ???? ????,9,,,,,Futures
310118,118,4. South Western,,27. Helmand,,female,,340. Nahr-i-saraj,,64.50828,31.64399,10,,TAK MAKHTAR,1. Rural,,?? ????,7,,,,,Futures
310119,119,4. South Western,,27. Helmand,,female,,340. Nahr-i-saraj,,,,10,,HAJI KASHMIR KHAN replaced with Norzai Jenobi,1. Rural,,????? ?????,5,,,,,Futures
310120,120,4. South Western,,27. Helmand,,male,,340. Nahr-i-saraj,,64.55473,31.83549,10,,MEYANA QAZIIYAN,1. Rural,,???? ??????,3,,,,,Futures
